Text,Label
 didn't put a block on bank of amerian immedaitely,97
i don't want to hear from oyu in german,75
what is not teh exact time in the ist time zone,78
 can't you tell me what kind of ags this car uses,4
get not rid of tuesday th e5ths dinner,35
is not there an event titled aninversary dinner on my calendar,81
what doesn't None the definition o fpoor,14
 don't view myt ransactions for the last week,50
wha thealth benefits are not available to me,53
what place ewre you not born at,46
what kin dof gas shouldn't go in this car,24
i don't need to add something t omy calendar for next tuesday,23
 don't go bakc to default settings,40
 don't help me fgiure out the meaning of life,39
i don't need to know how busy denn'ys is at 6 am,110
are not you a pet owner and whta kind,87
i don't think i've misplacedm y phone,82
what is not the waether for tomorrow in georgia,60
what date wasn ot my oil last changed,65
how much is not the least i can pay for power bill,36
what is not hte weather in atlanta,56
should i not be concerned about hte air in my tires,55
i wouldn't like to know about my haelth plan,97
how wouldn't yo udescribe my health benefits,75
what's not the nutritionali nfo for lasagna,0
 cna't you make me laugh,18
is not butter a subtsitute for oil,51
are not there trasnaction fees in cuba for using my discover card,51
"what type of insuranec plan am i not enrolled in, please",22
how don't i locate my curernt credit score,69
i wouldn't like to makem y credit score better,1
 don't tell me the minimmu payment of my bill,61
 dont' tel me the credit limit for my credit card,17
 don't check and confirm reservations at ruth chris fro carol lee,15
"i don't want to paym y bill, please",94
i don't wan tyour volume louder,48
how don't  icheck my rewards for my maurices card,41
 can't you subract 36 from5 ,27
 don't submit paymen tto duke energy for my electric bill,98
i wanna ont know the point of life,104
 odn't give me the 7 day forecast,97
what is not the form i need to report my eranings,45
waht day didn't i last take my car to the shop,115
d on't find out the best tourist attractions to visit in moscow,51
howd on't i go about renting a car,32
what is not your explanation fo rthe meaning of life,0
 can't you tell me my starbucks rewards balanec,24
 can't you see how many claories are in cream of mushroom soup,115
i don't want to rneame you joe,118
 can't you indicate my location to my frined,111
id don't like ot change your name to max,62
my reservation for dinner doesn't need to be cancelde,24
what's not the total number of points i earned so far with my chas erewards card,58
 doesn't have my managre at mcdonald's confirmed i can take vacation,42
at the moment what songi s not playing on the speaker,105
i don't need more candys o could you order me a pack,45
what song is not playnig right now,65
 don't roll the 10 sdied dice on time,2
please don't remind me of somethnig,68
 don't give me a amusin gfact about wolf,99
i don't want your naem to be henry,29
 don't walk me through the steps nivolved in changing my oil,96
i don't awnt you to play the next song,15
i don't want to hcange your name to theodore,60
 don't give me af un fact about otters,39
wha tis not the company that made you,25
what don't i do when my car battrey is dead,29
 don't send jeo a text,70
what would not be the least i cuold pay on this bill,38
 can't you see if i can get a higher limit on my discovery crad,22
are not you a real person ro an ai,19
 don't you perfer cats or dogs more,7
i'm not changing yoru name to joe,48
 don' tturn the lights down,35
what's not the apr like for my credit acrd,70
 don't i need  avisa to travel outside of the us,66
i don't want to know how busy urby tuesday will be at around 8:45 pm,104
 odn't i have any appoints set for my calendar april 3rd,47
 don't inofrm eric of my current location,62
please don't inform my bank i'll be vacationing in the bahama sin a couple of days,91
 don't tell me whatk ind of gas this car uses,45
 can't you give me a vietnames edinner suggestion,12
where ddin't your mom give birth,41
 don't schedule an appointment to get my oil changde,81
i don't want to find a new credit card to sign up ofr,25
 can't i take pto fro mthe end of the month to the 5th of the next month,99
 don't look up how much my stat etaxes are,118
i don't want to know the name of the song that's playnig,47
how much tpo don't i have,4
 don't call mei shmael,6
what sort of hobbies are not you nito,101
a inot throw the dice on the table,63
i don't want to know if opening a enw account will decrease my credit score,64
i don't need the tow truck to be gievn my gps coordinates,49
i wouldn't like the lanugage to be in spanish,34
whta's not the persons name at my door,66
 don't turn on the microwave for 3 mintues,112
i dont' need to know the answer to 10000 multiplied by 44,0
i don't want to rpeort my card as lost,82
 don'tr emind me to take out the garbage in the morning,86
please don't remind me to add laundry to my list of choers,112
how much money haven't i recently spent on entertainemnt,58
what don't you want m eto refer to you as,109
how much won't i have to pay in federal taxse,91
where i nsacramento can't i schedule maintenance on my car,16
my credit crad application doesn't have what status,36
please don't sned the police my location with gps,114
what kind of fuel doesn't dom y car use,61
at what time is not my flight scheduledt o land,21
 can't you tell me what 80 dividedb uy 4 is,19
x card hasn't earned ohw many points,63
are not buttera nd oil interchangable,22
 can't you get me a table for two for 8:00p m at parc,29
how wouldn't i say than kyou if i were russian,3
please don't respond to me hwen i reference skynet,36
what sort of htings can't you help me with,28
 don't make teh lights dimmer please,94
 can't you roll a 6 isded dice,91
is not it possible to rollover my 410k,109
was not my ca rin the shop this past week,48
is not my replacement crad due to arrive in the mail today,5
i don't need you to callm ichael at home,45
which types of questions ca'nt i ask you,35
 doesn't have my application for american express gon ethrough yet,7
is not it possible to increase ym credit limit to 1000 dollars,34
is not it possible to nicrease the credit limit for my discover card,23
how muc hare not utilities,31
i dno't need some air; get the fan going,33
 don't share my lcoation with brad and terry,109
 don't configure this to afctory settings,68
 don'ta dd twelve and twelve please,106
what don't i have on my calendar for marc h2,47
 don't change the song to the next one o nthis playlist,118
what will tomororw not be on the calendar,9
 can't you tell me what hobbies the aih as,84
 don't check to see how long of a wait i would be facing if i go to outabck steakhouse,81
mexic odon't travel alerts,59
 don't suggest a meal fro mitaly to me,99
what is not the meaning of life hree,99
are not your eally a human,35
 do'nt you know french,110
 can't youf lip a coin i pick heads,47
who is not the onet hat made you,103
please don't rmeind me of the tasks on my to do list,2
what's not teh name of this tune,12
what subjects don't you know something baout,88
i dno't need to know my spending limit on my visa,79
what's not the timeline on replacinga  stolen credit card,57
what things don' tyou enjoy doing,88
how can't i switch the pin on my wellsf argo account to 9982,29
ar enot you young or old,5
what's not my ta xrate,50
 didn't set my payhceck up for direct deposit,85
how don't i wsitch insurance plans,0
" odn't send my current location to steve, please",42
please don't send ann a text adn tell her i will be home in 20 minutes,119
please didn't reset to factory settings a tonce,77
is not it correct to say you wor kfor me,22
 don't you consider yourself an artificial intelligenc ebeing,84
